       1  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.499201412853E+01  0.110453049202E+02  0.110453049202E+02  0.110453049202E+02  0.118594868346E+02  0.118594868346E+02  0.379643393030E+02  0.400659129614E+02  0.400659129614E+02  0.400659129614E+02
       2 -0.250000000000E+00  0.000000000000E+00 -0.250000000000E+00  0.772816661501E+01  0.103286946868E+02  0.114368132989E+02  0.117133304905E+02  0.117133304905E+02  0.121328943982E+02  0.316143850609E+02  0.316143850609E+02  0.329242866741E+02  0.336597598324E+02
       3 -0.500000000000E+00  0.000000000000E+00 -0.500000000000E+00  0.920242420406E+01  0.964579527376E+01  0.124110127807E+02  0.125854282029E+02  0.125854282029E+02  0.157920772552E+02  0.215033020597E+02  0.276032746412E+02  0.276032746412E+02  0.320408860775E+02
       4 -0.500000000000E+00  0.125000000000E+00 -0.375000000000E+00  0.951922450982E+01  0.986758510635E+01  0.116833912980E+02  0.121676176506E+02  0.125858054666E+02  0.173668278307E+02  0.217909507016E+02  0.243734251243E+02  0.254355771774E+02  0.363686022426E+02
       5 -0.500000000000E+00  0.250000000000E+00 -0.250000000000E+00  0.993013361486E+01  0.105535286009E+02  0.105535286009E+02  0.118291046043E+02  0.125861825946E+02  0.204879117708E+02  0.204879117708E+02  0.225400104168E+02  0.234690810095E+02  0.435596101486E+02
       6 -0.250000000000E+00  0.375000000000E+00 -0.125000000000E+00  0.980792365123E+01  0.104574689484E+02  0.110046394240E+02  0.114883861058E+02  0.123846190307E+02  0.163219673994E+02  0.186621026340E+02  0.286057435023E+02  0.290969787308E+02  0.384465139900E+02
       7  0.000000000000E+00  0.500000000000E+00  0.000000000000E+00  0.906836699521E+01  0.110056818449E+02  0.110056818449E+02  0.124368889502E+02  0.124368889502E+02  0.132455166268E+02  0.181497904577E+02  0.361513736759E+02  0.367745999916E+02  0.367745999916E+02
       8  0.000000000000E+00  0.250000000000E+00  0.000000000000E+00  0.710387274419E+01  0.108112025489E+02  0.111996338780E+02  0.111996338780E+02  0.119484835547E+02  0.119484835547E+02  0.268633673746E+02  0.374657564339E+02  0.374657564339E+02  0.375423772017E+02
       9  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.499201412853E+01  0.110453049202E+02  0.110453049202E+02  0.110453049202E+02  0.118594868346E+02  0.118594868346E+02  0.379643393030E+02  0.400659129614E+02  0.400659129614E+02  0.400659129614E+02
      10 -0.250000000000E+00  0.250000000000E+00  0.000000000000E+00  0.952983732999E+01  0.105537673177E+02  0.107484357759E+02  0.115367774399E+02  0.118734893624E+02  0.138719348818E+02  0.240168426244E+02  0.253917526130E+02  0.350626348640E+02  0.364700498334E+02
      11 -0.500000000000E+00  0.500000000000E+00  0.000000000000E+00  0.920242420406E+01  0.964579527376E+01  0.124110127807E+02  0.125854282029E+02  0.125854282030E+02  0.157920772552E+02  0.215033020597E+02  0.276032746412E+02  0.276032746412E+02  0.320408860774E+02
      12 -0.437500000000E+00  0.437500000000E+00  0.000000000000E+00  0.937081847956E+01  0.975178679992E+01  0.120941986276E+02  0.122870674638E+02  0.125357446421E+02  0.166710917283E+02  0.216345056162E+02  0.244474566115E+02  0.281400912184E+02  0.331894410119E+02
      13 -0.375000000000E+00  0.375000000000E+00  0.000000000000E+00  0.977632350207E+01  0.100158810714E+02  0.113316054443E+02  0.119966165249E+02  0.123900708532E+02  0.185980585857E+02  0.200377033614E+02  0.223182603588E+02  0.296693587897E+02  0.338760247747E+02
      14 -0.187500000000E+00  0.437500000000E+00  0.000000000000E+00  0.963777830611E+01  0.105864757306E+02  0.111636158776E+02  0.113736073294E+02  0.123878958968E+02  0.157739354489E+02  0.185087375570E+02  0.285563646842E+02  0.328394217492E+02  0.351400758761E+02
      15  0.000000000000E+00  0.500000000000E+00  0.000000000000E+00  0.906836699521E+01  0.110056818449E+02  0.110056818449E+02  0.124368889502E+02  0.124368889502E+02  0.132455166268E+02  0.181497904577E+02  0.361513736759E+02  0.367745999916E+02  0.367745999916E+02
