       1  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.601326497872E+01  0.112303235612E+02  0.112303235612E+02  0.112303235612E+02  0.127454417167E+02  0.127454417167E+02  0.304432673943E+02  0.345041907222E+02  0.345041907222E+02  0.345041907222E+02
       2 -0.250000000000E+00  0.000000000000E+00 -0.250000000000E+00  0.844725405548E+01  0.100958162564E+02  0.119055803405E+02  0.124693180506E+02  0.124693180506E+02  0.133020563706E+02  0.307503095187E+02  0.307503095187E+02  0.318895854373E+02  0.331177233170E+02
       3 -0.500000000000E+00  0.000000000000E+00 -0.500000000000E+00  0.882462644090E+01  0.915477386700E+01  0.139129660547E+02  0.143009275039E+02  0.143009275039E+02  0.169090936223E+02  0.217223235898E+02  0.259316980595E+02  0.259316980595E+02  0.331268363194E+02
       4 -0.500000000000E+00  0.125000000000E+00 -0.375000000000E+00  0.928008406096E+01  0.955918881144E+01  0.126361901913E+02  0.133604269662E+02  0.143018458056E+02  0.190652124531E+02  0.211268941570E+02  0.248810841616E+02  0.255872077826E+02  0.358397299826E+02
       5 -0.500000000000E+00  0.250000000000E+00 -0.250000000000E+00  0.993141413253E+01  0.107531688380E+02  0.107531688380E+02  0.125872187992E+02  0.143027953067E+02  0.206512623414E+02  0.222358007426E+02  0.222358007426E+02  0.253715080593E+02  0.386342931101E+02
       6 -0.250000000000E+00  0.375000000000E+00 -0.125000000000E+00  0.960409919955E+01  0.105408332675E+02  0.116589256967E+02  0.120575649447E+02  0.138285475548E+02  0.185685480717E+02  0.190056061192E+02  0.281355660207E+02  0.290638031227E+02  0.336384770147E+02
       7  0.000000000000E+00  0.500000000000E+00  0.000000000000E+00  0.858127597714E+01  0.111838425792E+02  0.111838425792E+02  0.139678202481E+02  0.139678202481E+02  0.149251942400E+02  0.190233490804E+02  0.298892885593E+02  0.331150063350E+02  0.331150063350E+02
       8  0.000000000000E+00  0.250000000000E+00  0.000000000000E+00  0.782075080275E+01  0.110884220096E+02  0.115068164376E+02  0.115068164376E+02  0.129148200406E+02  0.129148200406E+02  0.271169523288E+02  0.315245897087E+02  0.359223127939E+02  0.359223127939E+02
       9  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.601326497872E+01  0.112303235612E+02  0.112303235612E+02  0.112303235612E+02  0.127454417167E+02  0.127454417167E+02  0.304432673943E+02  0.345041907222E+02  0.345041907222E+02  0.345041907222E+02
      10 -0.250000000000E+00  0.250000000000E+00  0.000000000000E+00  0.980347306565E+01  0.106850155463E+02  0.110154597636E+02  0.121373883519E+02  0.127464178671E+02  0.156544168829E+02  0.244665233721E+02  0.262053162702E+02  0.324566367593E+02  0.342835442631E+02
      11 -0.500000000000E+00  0.500000000000E+00  0.000000000000E+00  0.882462644090E+01  0.915477386700E+01  0.139129660547E+02  0.143009275039E+02  0.143009275039E+02  0.169090936223E+02  0.217223235898E+02  0.259316980595E+02  0.259316980595E+02  0.331268363194E+02
      12 -0.437500000000E+00  0.437500000000E+00  0.000000000000E+00  0.903586825878E+01  0.937790467288E+01  0.133528225249E+02  0.136377231505E+02  0.141830832370E+02  0.182289329110E+02  0.212814988998E+02  0.247641324489E+02  0.266458180893E+02  0.339278850789E+02
      13 -0.375000000000E+00  0.375000000000E+00  0.000000000000E+00  0.944096598439E+01  0.100677283424E+02  0.120821128535E+02  0.130316085393E+02  0.138463159312E+02  0.197716740449E+02  0.206045564188E+02  0.233806758264E+02  0.285463733415E+02  0.334985050353E+02
      14 -0.187500000000E+00  0.437500000000E+00  0.000000000000E+00  0.934629869931E+01  0.107251113175E+02  0.118355002822E+02  0.119432884791E+02  0.138512235281E+02  0.179388068998E+02  0.189960391580E+02  0.283499738251E+02  0.314813990707E+02  0.317700744237E+02
      15  0.000000000000E+00  0.500000000000E+00  0.000000000000E+00  0.858127597714E+01  0.111838425792E+02  0.111838425792E+02  0.139678202481E+02  0.139678202481E+02  0.149251942400E+02  0.190233490804E+02  0.298892885593E+02  0.331150063350E+02  0.331150063350E+02
