       1  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -0.709528479080E+01 -0.185669652992E+00 -0.120289901908E+00 -0.120289901908E+00  0.414339230932E+00  0.414339230932E+00  0.631262987052E+01  0.638603222204E+01  0.638603222204E+01
       2  0.156250000000E-01  0.000000000000E+00  0.156250000000E-01 -0.709257862868E+01 -0.185379500268E+00 -0.120371247468E+00 -0.119607542797E+00  0.414017264790E+00  0.414545844895E+00  0.629768161795E+01  0.636732851869E+01  0.637813854030E+01
       3  0.312500000000E-01  0.000000000000E+00  0.312500000000E-01 -0.708447440639E+01 -0.184566399730E+00 -0.120562028791E+00 -0.117570967661E+00  0.413046127332E+00  0.415155897205E+00  0.624244181104E+01  0.632543354845E+01  0.635464726626E+01
       4  0.468750000000E-01  0.000000000000E+00  0.468750000000E-01 -0.707101442886E+01 -0.183385754600E+00 -0.120681149844E+00 -0.114181198945E+00  0.411445032077E+00  0.416163727254E+00  0.613852502067E+01  0.627823136504E+01  0.631617022040E+01
       5  0.625000000000E-01  0.000000000000E+00  0.625000000000E-01 -0.705226971054E+01 -0.182113256624E+00 -0.120417459306E+00 -0.109448360217E+00  0.409243091115E+00  0.417559894285E+00  0.599972510919E+01  0.622307135886E+01  0.626365433767E+01
       6  0.781250000000E-01  0.000000000000E+00  0.781250000000E-01 -0.702834041210E+01 -0.181133416186E+00 -0.119335371040E+00 -0.103383469110E+00  0.406482050414E+00  0.419331836520E+00  0.583873182939E+01  0.615731628876E+01  0.619832310998E+01
       7  0.937500000000E-01  0.000000000000E+00  0.937500000000E-01 -0.699935670834E+01 -0.180879978491E+00 -0.116938676941E+00 -0.960027184037E-01  0.403219008203E+00  0.421462555154E+00  0.566347465548E+01  0.608111420764E+01  0.612158621873E+01
       8  0.109375000000E+00  0.000000000000E+00  0.109375000000E+00 -0.696547980014E+01 -0.181704573789E+00 -0.112804259024E+00 -0.873287379964E-01  0.399519821226E+00  0.423931015963E+00  0.547913987772E+01  0.599551688811E+01  0.603495624842E+01
       9  0.125000000000E+00  0.000000000000E+00  0.125000000000E+00 -0.692690307623E+01 -0.183746216259E+00 -0.106710692286E+00 -0.773877593507E-01  0.395474636514E+00  0.426713239817E+00  0.528920522007E+01  0.590186705297E+01  0.593998472647E+01
      10  0.140625000000E+00  0.000000000000E+00  0.140625000000E+00 -0.688385354841E+01 -0.186913149795E+00 -0.986615224120E-01 -0.662131035678E-01  0.391186073694E+00  0.429784579302E+00  0.509603530231E+01  0.580158155438E+01  0.583820137968E+01
      11  0.156250000000E+00  0.000000000000E+00  0.156250000000E+00 -0.683659344180E+01 -0.190969269606E+00 -0.888051913821E-01 -0.538491371888E-01  0.386782442779E+00  0.433113824123E+00  0.490126064555E+01  0.569605573069E+01  0.573107089157E+01
      12  0.171875000000E+00  0.000000000000E+00  0.171875000000E+00 -0.678542177750E+01 -0.195629332439E+00 -0.773347875867E-01 -0.403444482811E-01  0.382413690258E+00  0.436669589164E+00  0.470602628375E+01  0.558663128562E+01  0.561998067274E+01
      13  0.187500000000E+00  0.000000000000E+00  0.187500000000E+00 -0.673067623044E+01 -0.200615662758E+00 -0.644454025807E-01 -0.257623632267E-01  0.378250799008E+00  0.440417299874E+00  0.451115373638E+01  0.547456093555E+01  0.550621564536E+01
      14  0.203125000000E+00  0.000000000000E+00  0.203125000000E+00 -0.667273484938E+01 -0.205676493692E+00 -0.503165821741E-01 -0.101782259995E-01  0.374493268210E+00  0.444320222904E+00  0.431725285408E+01  0.536100636561E+01  0.539096068493E+01
      15  0.218750000000E+00  0.000000000000E+00  0.218750000000E+00 -0.661201743312E+01 -0.210587960075E+00 -0.351096828081E-01  0.632441067564E-02  0.371372509898E+00  0.448342026106E+00  0.412480409442E+01  0.524704532315E+01  0.527531080608E+01
      16  0.234375000000E+00  0.000000000000E+00  0.234375000000E+00 -0.654898735776E+01 -0.215156421161E+00 -0.189863397044E-01  0.236402712298E-01  0.369143742183E+00  0.452443205966E+00  0.393420694789E+01  0.513366086084E+01  0.516026220855E+01
      17  0.250000000000E+00  0.000000000000E+00  0.250000000000E+00 -0.648415174516E+01 -0.219213687805E+00 -0.210332077735E-02  0.416529810179E-01  0.368104626973E+00  0.456585965037E+00  0.374583412115E+01  0.502176368921E+01  0.504673582712E+01
      18  0.265625000000E+00  0.000000000000E+00  0.265625000000E+00 -0.641806369411E+01 -0.222631217718E+00  0.153710414222E-01  0.602220667154E-01  0.368567425517E+00  0.460724875738E+00  0.356004020133E+01  0.491218696110E+01  0.493557350177E+01
      19  0.281250000000E+00  0.000000000000E+00  0.281250000000E+00 -0.635131922489E+01 -0.225307100875E+00  0.332681869198E-01  0.791965113398E-01  0.370890038967E+00  0.464825634998E+00  0.337722254856E+01  0.480571253040E+01  0.482756400890E+01
      20  0.296875000000E+00  0.000000000000E+00  0.296875000000E+00 -0.628455738802E+01 -0.227182615813E+00  0.514042912556E-01  0.984002553309E-01  0.375443153502E+00  0.468846598232E+00  0.319781872483E+01  0.470306319189E+01  0.472343681712E+01
      21  0.312500000000E+00  0.000000000000E+00  0.312500000000E+00 -0.621845663872E+01 -0.228241006889E+00  0.695886639466E-01  0.117640850692E+00  0.382619905121E+00  0.472748966922E+00  0.302233840351E+01  0.460491926673E+01  0.462387844048E+01
      22  0.328125000000E+00  0.000000000000E+00  0.328125000000E+00 -0.615373012481E+01 -0.228513142672E+00  0.876179528417E-01  0.136703652165E+00  0.392796902608E+00  0.476495206914E+00  0.285137488013E+01  0.451191912753E+01  0.452953349244E+01
