       1  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.441176598709E+01  0.102394229962E+02  0.102394229962E+02  0.102394229962E+02  0.109888540686E+02  0.109888540686E+02  0.364404852551E+02  0.381928131987E+02  0.381928131987E+02  0.381928131987E+02
       2 -0.250000000000E+00  0.000000000000E+00 -0.250000000000E+00  0.706236619532E+01  0.958077917402E+01  0.106020531218E+02  0.108565282858E+02  0.108565282858E+02  0.112412166423E+02  0.300429842899E+02  0.300429842899E+02  0.314116997929E+02  0.321160438859E+02
       3 -0.500000000000E+00  0.000000000000E+00 -0.500000000000E+00  0.853886961937E+01  0.895018203015E+01  0.114976939526E+02  0.116593456727E+02  0.116593456727E+02  0.148564811383E+02  0.201806399861E+02  0.262054270402E+02  0.262054270402E+02  0.305034885452E+02
       4 -0.500000000000E+00  0.125000000000E+00 -0.375000000000E+00  0.883553417219E+01  0.915539849596E+01  0.108372733209E+02  0.112745636662E+02  0.116596874992E+02  0.163347204754E+02  0.204806949250E+02  0.230740423194E+02  0.240444235380E+02  0.347028490474E+02
       5 -0.500000000000E+00  0.250000000000E+00 -0.250000000000E+00  0.922021649658E+01  0.979117720736E+01  0.979117720737E+01  0.109629315614E+02  0.116600292317E+02  0.193221763302E+02  0.193221763302E+02  0.213199643991E+02  0.220127909264E+02  0.416722486125E+02
       6 -0.250000000000E+00  0.375000000000E+00 -0.125000000000E+00  0.909011521168E+01  0.970690524357E+01  0.102120355203E+02  0.106496997501E+02  0.114742480593E+02  0.153145017633E+02  0.174460068017E+02  0.271973687856E+02  0.275400205096E+02  0.366996786925E+02
       7  0.000000000000E+00  0.500000000000E+00  0.000000000000E+00  0.839037511529E+01  0.102038838563E+02  0.102038838563E+02  0.115221843412E+02  0.115221843412E+02  0.124253001984E+02  0.169236200145E+02  0.346861071179E+02  0.349525483892E+02  0.349525483892E+02
       8  0.000000000000E+00  0.250000000000E+00  0.000000000000E+00  0.645335515847E+01  0.100281726210E+02  0.103822042830E+02  0.103822042830E+02  0.110721649278E+02  0.110721649278E+02  0.254464778707E+02  0.356535977946E+02  0.356535977946E+02  0.359899608136E+02
       9  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.441176598709E+01  0.102394229962E+02  0.102394229962E+02  0.102394229962E+02  0.109888540686E+02  0.109888540686E+02  0.364404852551E+02  0.381928131987E+02  0.381928131987E+02  0.381928131987E+02
      10 -0.250000000000E+00  0.250000000000E+00  0.000000000000E+00  0.881273863178E+01  0.979062223837E+01  0.997233191198E+01  0.106941888416E+02  0.110035540806E+02  0.128843797250E+02  0.227157693762E+02  0.239886994905E+02  0.333451221624E+02  0.348108977876E+02
      11 -0.500000000000E+00  0.500000000000E+00  0.000000000000E+00  0.853886961938E+01  0.895018203015E+01  0.114976939526E+02  0.116593456727E+02  0.116593456727E+02  0.148564811383E+02  0.201806399862E+02  0.262054270402E+02  0.262054270402E+02  0.305034885452E+02
      12 -0.437500000000E+00  0.437500000000E+00  0.000000000000E+00  0.869641810669E+01  0.904830296171E+01  0.112151892935E+02  0.113841519295E+02  0.116135945164E+02  0.156761377113E+02  0.203212841190E+02  0.231209685663E+02  0.267169197026E+02  0.315744877485E+02
      13 -0.375000000000E+00  0.375000000000E+00  0.000000000000E+00  0.907272612296E+01  0.929465760750E+01  0.105128691636E+02  0.111176120041E+02  0.114794463557E+02  0.175055162322E+02  0.188764332643E+02  0.209598317906E+02  0.281768837100E+02  0.322390435702E+02
      14 -0.187500000000E+00  0.437500000000E+00  0.000000000000E+00  0.892971304290E+01  0.982532632369E+01  0.103609879801E+02  0.105435772240E+02  0.114772264335E+02  0.147900304182E+02  0.172908605378E+02  0.270908565950E+02  0.312126821830E+02  0.335046906327E+02
      15  0.000000000000E+00  0.500000000000E+00  0.000000000000E+00  0.839037511529E+01  0.102038838563E+02  0.102038838563E+02  0.115221843412E+02  0.115221843412E+02  0.124253001984E+02  0.169236200145E+02  0.346861071179E+02  0.349525483892E+02  0.349525483892E+02
